epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
400,6061.07,0.96244,0.94087,1.18591,0.70934,0.65774,0.67117,0.47447,1.15468,0.99138,1.3411,0.0062994,0.0020998,0.0062994,0.0020998,0.0062994,0.0020998,0.0062994,0.0020998
401,6076.11,0.94474,0.91933,1.1734,0.71053,0.6527,0.67039,0.47165,1.1561,0.99076,1.34402,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208
402,6091.12,0.95509,0.93175,1.18512,0.7072,0.65165,0.67028,0.47056,1.16018,0.99399,1.34908,0.0061806,0.0020602,0.0061806,0.0020602,0.0061806,0.0020602,0.0061806,0.0020602
403,6106.3,0.96443,0.92945,1.18068,0.69387,0.66352,0.66833,0.46635,1.16559,0.99304,1.35229,0.0061212,0.0020404,0.0061212,0.0020404,0.0061212,0.0020404,0.0061212,0.0020404
404,6121.27,0.94572,0.92691,1.18038,0.72512,0.63813,0.66812,0.46575,1.16733,0.99244,1.35382,0.0060618,0.0020206,0.0060618,0.0020206,0.0060618,0.0020206,0.0060618,0.0020206
405,6136.43,0.95435,0.9212,1.18444,0.7289,0.63858,0.66863,0.46982,1.16863,0.99395,1.35538,0.0060024,0.0020008,0.0060024,0.0020008,0.0060024,0.0020008,0.0060024,0.0020008
406,6151.52,0.95885,0.92878,1.18444,0.72575,0.63761,0.66719,0.46843,1.16749,0.99088,1.35452,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981
407,6166.67,0.94949,0.92816,1.17826,0.72376,0.63637,0.66848,0.46931,1.16343,0.98992,1.35125,0.0058836,0.0019612,0.0058836,0.0019612,0.0058836,0.0019612,0.0058836,0.0019612
408,6181.67,0.94646,0.92353,1.18094,0.72913,0.63287,0.66788,0.46958,1.1606,0.99099,1.34939,0.0058242,0.0019414,0.0058242,0.0019414,0.0058242,0.0019414,0.0058242,0.0019414
409,6196.74,0.95777,0.92407,1.18241,0.73391,0.63626,0.6665,0.47068,1.16088,0.99296,1.35055,0.0057648,0.0019216,0.0057648,0.0019216,0.0057648,0.0019216,0.0057648,0.0019216
410,6211.83,0.94945,0.91755,1.17911,0.73792,0.63505,0.66745,0.47018,1.16234,0.99378,1.35178,0.0057054,0.0019018,0.0057054,0.0019018,0.0057054,0.0019018,0.0057054,0.0019018
411,6227.2,0.95033,0.91581,1.17801,0.73725,0.63322,0.66755,0.4696,1.1602,0.99848,1.35033,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882
412,6242.34,0.95748,0.92748,1.18004,0.72807,0.62939,0.66719,0.47084,1.16024,0.99977,1.35079,0.0055866,0.0018622,0.0055866,0.0018622,0.0055866,0.0018622,0.0055866,0.0018622
413,6257.59,0.94796,0.92092,1.17522,0.77245,0.6112,0.66776,0.47183,1.15768,1.00318,1.34993,0.0055272,0.0018424,0.0055272,0.0018424,0.0055272,0.0018424,0.0055272,0.0018424
414,6272.59,0.95242,0.93079,1.1791,0.73307,0.6321,0.66785,0.47354,1.15318,1.00188,1.34736,0.0054678,0.0018226,0.0054678,0.0018226,0.0054678,0.0018226,0.0054678,0.0018226
415,6287.68,0.95923,0.92457,1.18906,0.77084,0.60928,0.66676,0.47571,1.15188,1.00277,1.34755,0.0054084,0.0018028,0.0054084,0.0018028,0.0054084,0.0018028,0.0054084,0.0018028
416,6302.79,0.93169,0.90533,1.17035,0.76529,0.6119,0.66883,0.47689,1.15268,1.00143,1.35,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783
417,6317.51,0.95619,0.93036,1.18239,0.76554,0.61182,0.66752,0.47774,1.15232,1.00392,1.34984,0.0052896,0.0017632,0.0052896,0.0017632,0.0052896,0.0017632,0.0052896,0.0017632
418,6332.28,0.94743,0.9211,1.17774,0.75251,0.61621,0.66547,0.47744,1.15078,1.00111,1.34949,0.0052302,0.0017434,0.0052302,0.0017434,0.0052302,0.0017434,0.0052302,0.0017434
419,6347.26,0.92898,0.89223,1.16402,0.76247,0.61416,0.66675,0.47879,1.14714,0.99969,1.34699,0.0051708,0.0017236,0.0051708,0.0017236,0.0051708,0.0017236,0.0051708,0.0017236
420,6362.02,0.93826,0.91222,1.17658,0.76829,0.61245,0.66572,0.47798,1.14683,1.00094,1.34739,0.0051114,0.0017038,0.0051114,0.0017038,0.0051114,0.0017038,0.0051114,0.0017038
421,6376.78,0.93612,0.9088,1.17675,0.77552,0.61101,0.66534,0.4765,1.14519,1.00086,1.34566,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684
422,6391.52,0.94066,0.92342,1.18036,0.76121,0.6137,0.66471,0.47851,1.14345,0.9995,1.34508,0.0049926,0.0016642,0.0049926,0.0016642,0.0049926,0.0016642,0.0049926,0.0016642
423,6406.22,0.93578,0.91123,1.17574,0.76805,0.61332,0.66452,0.47589,1.1439,1.00168,1.34518,0.0049332,0.0016444,0.0049332,0.0016444,0.0049332,0.0016444,0.0049332,0.0016444
424,6421.01,0.94002,0.90822,1.17364,0.75792,0.61266,0.66464,0.47451,1.1444,1.00477,1.34512,0.0048738,0.0016246,0.0048738,0.0016246,0.0048738,0.0016246,0.0048738,0.0016246
425,6435.89,0.9402,0.91038,1.16833,0.75596,0.61266,0.66517,0.47428,1.145,1.00873,1.34486,0.0048144,0.0016048,0.0048144,0.0016048,0.0048144,0.0016048,0.0048144,0.0016048
426,6450.61,0.93328,0.90762,1.17941,0.73031,0.62385,0.66389,0.47366,1.14346,1.00867,1.34385,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585
427,6465.53,0.94181,0.90796,1.17737,0.75176,0.6154,0.66097,0.47275,1.14485,1.00811,1.34571,0.0046956,0.0015652,0.0046956,0.0015652,0.0046956,0.0015652,0.0046956,0.0015652
428,6480.3,0.92736,0.89062,1.16303,0.75165,0.61571,0.66223,0.46716,1.14375,1.01123,1.34599,0.0046362,0.0015454,0.0046362,0.0015454,0.0046362,0.0015454,0.0046362,0.0015454
429,6494.99,0.93837,0.9108,1.17157,0.74008,0.62138,0.66817,0.46861,1.14328,1.01338,1.34548,0.0045768,0.0015256,0.0045768,0.0015256,0.0045768,0.0015256,0.0045768,0.0015256
430,6509.63,0.92663,0.88416,1.16314,0.72224,0.63369,0.66915,0.47029,1.14072,1.00993,1.34333,0.0045174,0.0015058,0.0045174,0.0015058,0.0045174,0.0015058,0.0045174,0.0015058
431,6524.56,0.92726,0.90579,1.17122,0.74611,0.61864,0.67162,0.47262,1.13906,1.00831,1.34138,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486
432,6539.28,0.92141,0.89205,1.1631,0.74747,0.62095,0.67009,0.47213,1.13715,1.00659,1.34098,0.0043986,0.0014662,0.0043986,0.0014662,0.0043986,0.0014662,0.0043986,0.0014662
433,6554.03,0.92432,0.89356,1.16029,0.75076,0.61692,0.67059,0.47157,1.13837,1.00549,1.34172,0.0043392,0.0014464,0.0043392,0.0014464,0.0043392,0.0014464,0.0043392,0.0014464
434,6568.84,0.92923,0.90292,1.1738,0.75197,0.61392,0.67002,0.47219,1.13827,1.00676,1.34259,0.0042798,0.0014266,0.0042798,0.0014266,0.0042798,0.0014266,0.0042798,0.0014266
435,6583.77,0.92633,0.90118,1.16621,0.75681,0.62025,0.67357,0.47558,1.13938,1.00759,1.34342,0.0042204,0.0014068,0.0042204,0.0014068,0.0042204,0.0014068,0.0042204,0.0014068
436,6598.47,0.94053,0.89871,1.17116,0.7556,0.61824,0.67359,0.47574,1.14059,1.00762,1.34431,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387
437,6613.26,0.92016,0.89243,1.16448,0.7396,0.63009,0.67268,0.47537,1.13913,1.0096,1.34325,0.0041016,0.0013672,0.0041016,0.0013672,0.0041016,0.0013672,0.0041016,0.0013672
438,6627.99,0.92738,0.89534,1.17045,0.73587,0.63441,0.67272,0.47649,1.13855,1.00892,1.34342,0.0040422,0.0013474,0.0040422,0.0013474,0.0040422,0.0013474,0.0040422,0.0013474
439,6642.79,0.9382,0.89586,1.17551,0.73035,0.64226,0.67201,0.47652,1.1404,1.0059,1.34423,0.0039828,0.0013276,0.0039828,0.0013276,0.0039828,0.0013276,0.0039828,0.0013276
440,6657.57,0.9367,0.90363,1.17125,0.72784,0.63901,0.66721,0.47436,1.14158,1.00719,1.34554,0.0039234,0.0013078,0.0039234,0.0013078,0.0039234,0.0013078,0.0039234,0.0013078
441,6672.39,0.9316,0.90621,1.17099,0.72661,0.63887,0.66737,0.47627,1.14174,1.00884,1.34597,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288
442,6687.12,0.92879,0.893,1.16234,0.72187,0.64102,0.66805,0.47628,1.14229,1.00957,1.34672,0.0038046,0.0012682,0.0038046,0.0012682,0.0038046,0.0012682,0.0038046,0.0012682
443,6701.87,0.93188,0.8949,1.16567,0.71492,0.6452,0.66805,0.47387,1.14322,1.0105,1.34758,0.0037452,0.0012484,0.0037452,0.0012484,0.0037452,0.0012484,0.0037452,0.0012484
444,6716.53,0.92698,0.89909,1.17071,0.71373,0.64442,0.66929,0.47506,1.14426,1.01101,1.34889,0.0036858,0.0012286,0.0036858,0.0012286,0.0036858,0.0012286,0.0036858,0.0012286
445,6731.19,0.91373,0.89719,1.1634,0.71348,0.64412,0.67048,0.47425,1.14522,1.01278,1.35059,0.0036264,0.0012088,0.0036264,0.0012088,0.0036264,0.0012088,0.0036264,0.0012088
446,6746.09,0.92689,0.88405,1.15708,0.71395,0.64553,0.66922,0.47397,1.14475,1.01396,1.35114,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189
447,6760.98,0.92202,0.8987,1.17213,0.71517,0.64482,0.66953,0.47211,1.14388,1.01306,1.35146,0.0035076,0.0011692,0.0035076,0.0011692,0.0035076,0.0011692,0.0035076,0.0011692
448,6775.58,0.93397,0.8964,1.17,0.71362,0.6446,0.66807,0.46989,1.14265,1.01169,1.35082,0.0034482,0.0011494,0.0034482,0.0011494,0.0034482,0.0011494,0.0034482,0.0011494
449,6790.27,0.9232,0.88471,1.1618,0.71625,0.64355,0.66801,0.47,1.14241,1.01226,1.35104,0.0033888,0.0011296,0.0033888,0.0011296,0.0033888,0.0011296,0.0033888,0.0011296
450,6805.04,0.92056,0.88159,1.16316,0.71596,0.64243,0.66819,0.46977,1.1428,1.01302,1.35082,0.0033294,0.0011098,0.0033294,0.0011098,0.0033294,0.0011098,0.0033294,0.0011098
451,6819.77,0.92365,0.89573,1.16793,0.71838,0.64395,0.66711,0.46783,1.14314,1.01205,1.35045,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109
452,6834.46,0.92344,0.88623,1.16171,0.71898,0.64286,0.66547,0.469,1.14259,1.01213,1.3505,0.0032106,0.0010702,0.0032106,0.0010702,0.0032106,0.0010702,0.0032106,0.0010702
453,6849.22,0.91439,0.8806,1.16168,0.71768,0.64261,0.66671,0.4687,1.14235,1.01569,1.35015,0.0031512,0.0010504,0.0031512,0.0010504,0.0031512,0.0010504,0.0031512,0.0010504
454,6863.98,0.91423,0.88388,1.16307,0.71623,0.64594,0.66699,0.46888,1.14255,1.0155,1.35002,0.0030918,0.0010306,0.0030918,0.0010306,0.0030918,0.0010306,0.0030918,0.0010306
455,6878.76,0.91894,0.88113,1.1641,0.71865,0.64454,0.66707,0.46861,1.1428,1.01716,1.3503,0.0030324,0.0010108,0.0030324,0.0010108,0.0030324,0.0010108,0.0030324,0.0010108
456,6893.49,0.91119,0.88397,1.15881,0.71494,0.64164,0.66617,0.46821,1.14157,1.01667,1.34983,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991
457,6908.18,0.91147,0.87696,1.15869,0.71534,0.6415,0.66561,0.4678,1.14158,1.01699,1.34934,0.0029136,0.0009712,0.0029136,0.0009712,0.0029136,0.0009712,0.0029136,0.0009712
458,6922.8,0.90962,0.87988,1.15847,0.71687,0.63755,0.66494,0.46728,1.14015,1.01676,1.34813,0.0028542,0.0009514,0.0028542,0.0009514,0.0028542,0.0009514,0.0028542,0.0009514
459,6937.74,0.91491,0.88172,1.15588,0.70618,0.64254,0.66398,0.46693,1.13905,1.01781,1.34797,0.0027948,0.0009316,0.0027948,0.0009316,0.0027948,0.0009316,0.0027948,0.0009316
460,6952.53,0.90593,0.87369,1.15825,0.70617,0.64254,0.66532,0.46737,1.13793,1.01732,1.34761,0.0027354,0.0009118,0.0027354,0.0009118,0.0027354,0.0009118,0.0027354,0.0009118
461,6967.37,0.91482,0.8714,1.15518,0.70616,0.64223,0.66539,0.46818,1.13872,1.01708,1.34855,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892
462,6982.1,0.91648,0.8725,1.16114,0.70872,0.64053,0.66536,0.46834,1.13767,1.01748,1.3481,0.0026166,0.0008722,0.0026166,0.0008722,0.0026166,0.0008722,0.0026166,0.0008722
463,6996.77,0.90708,0.88007,1.16034,0.72072,0.63235,0.66575,0.46848,1.13772,1.01671,1.34806,0.0025572,0.0008524,0.0025572,0.0008524,0.0025572,0.0008524,0.0025572,0.0008524
464,7011.47,0.90715,0.87132,1.15275,0.72017,0.63231,0.66592,0.46917,1.13733,1.01622,1.34769,0.0024978,0.0008326,0.0024978,0.0008326,0.0024978,0.0008326,0.0024978,0.0008326
465,7026.21,0.90449,0.87501,1.15816,0.72245,0.6302,0.66587,0.46916,1.13736,1.01759,1.34826,0.0024384,0.0008128,0.0024384,0.0008128,0.0024384,0.0008128,0.0024384,0.0008128
466,7040.82,0.9048,0.8671,1.15562,0.72286,0.63145,0.6649,0.46821,1.13692,1.01926,1.3481,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793
467,7055.67,0.91367,0.87433,1.15682,0.71556,0.63634,0.6647,0.46831,1.1359,1.01932,1.34695,0.0023196,0.0007732,0.0023196,0.0007732,0.0023196,0.0007732,0.0023196,0.0007732
468,7070.41,0.91544,0.88113,1.15611,0.72088,0.63298,0.66438,0.46753,1.13563,1.01955,1.34732,0.0022602,0.0007534,0.0022602,0.0007534,0.0022602,0.0007534,0.0022602,0.0007534
469,7085.03,0.90957,0.87905,1.158,0.72209,0.63359,0.66502,0.46768,1.13441,1.01839,1.3469,0.0022008,0.0007336,0.0022008,0.0007336,0.0022008,0.0007336,0.0022008,0.0007336
470,7099.88,0.91243,0.86825,1.15568,0.72264,0.63325,0.66502,0.46838,1.13463,1.01781,1.34738,0.0021414,0.0007138,0.0021414,0.0007138,0.0021414,0.0007138,0.0021414,0.0007138
471,7114.54,0.90611,0.8627,1.1533,0.71986,0.63406,0.66509,0.46803,1.1345,1.01875,1.34737,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694
472,7129.31,0.90362,0.87256,1.15782,0.71902,0.63493,0.66459,0.46791,1.13475,1.01867,1.34752,0.0020226,0.0006742,0.0020226,0.0006742,0.0020226,0.0006742,0.0020226,0.0006742
473,7144.14,0.89678,0.86467,1.1532,0.71603,0.63574,0.66531,0.46578,1.13459,1.0191,1.34789,0.0019632,0.0006544,0.0019632,0.0006544,0.0019632,0.0006544,0.0019632,0.0006544
474,7159.07,0.90472,0.85479,1.15033,0.72548,0.63218,0.66453,0.4678,1.13454,1.01973,1.34816,0.0019038,0.0006346,0.0019038,0.0006346,0.0019038,0.0006346,0.0019038,0.0006346
475,7173.94,0.89821,0.86098,1.1501,0.72629,0.63233,0.66471,0.46773,1.13393,1.02021,1.3478,0.0018444,0.0006148,0.0018444,0.0006148,0.0018444,0.0006148,0.0018444,0.0006148
476,7188.91,0.90671,0.86756,1.15833,0.72514,0.6329,0.66391,0.47005,1.13335,1.01975,1.34793,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595
477,7203.8,0.90021,0.88021,1.15624,0.72972,0.63007,0.6638,0.46956,1.13355,1.01854,1.34758,0.0017256,0.0005752,0.0017256,0.0005752,0.0017256,0.0005752,0.0017256,0.0005752
478,7218.68,0.89293,0.85062,1.14569,0.731,0.62886,0.66314,0.46889,1.13399,1.01636,1.34762,0.0016662,0.0005554,0.0016662,0.0005554,0.0016662,0.0005554,0.0016662,0.0005554
479,7233.62,0.88713,0.85169,1.14627,0.7339,0.62226,0.66265,0.46841,1.13314,1.01567,1.34692,0.0016068,0.0005356,0.0016068,0.0005356,0.0016068,0.0005356,0.0016068,0.0005356
480,7248.44,0.89904,0.85633,1.1495,0.74088,0.62226,0.66276,0.46614,1.13238,1.01314,1.34681,0.0015474,0.0005158,0.0015474,0.0005158,0.0015474,0.0005158,0.0015474,0.0005158
481,7263.24,0.90102,0.86803,1.15672,0.74245,0.6219,0.66284,0.46625,1.13183,1.01238,1.3462,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496
482,7278.08,0.89119,0.86474,1.14884,0.74285,0.6219,0.66191,0.46789,1.13298,1.01194,1.34634,0.0014286,0.0004762,0.0014286,0.0004762,0.0014286,0.0004762,0.0014286,0.0004762
483,7292.94,0.89835,0.86103,1.1472,0.74393,0.62189,0.66295,0.46942,1.1326,1.01096,1.34626,0.0013692,0.0004564,0.0013692,0.0004564,0.0013692,0.0004564,0.0013692,0.0004564
484,7307.79,0.90562,0.87852,1.16232,0.74292,0.62189,0.663,0.46958,1.1329,1.01175,1.34651,0.0013098,0.0004366,0.0013098,0.0004366,0.0013098,0.0004366,0.0013098,0.0004366
485,7322.61,0.88881,0.85996,1.14602,0.74177,0.6225,0.66335,0.46976,1.13192,1.01105,1.34439,0.0012504,0.0004168,0.0012504,0.0004168,0.0012504,0.0004168,0.0012504,0.0004168
486,7337.35,0.88577,0.85463,1.14764,0.74267,0.62216,0.66321,0.46977,1.13233,1.01191,1.34513,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397
487,7352.23,0.8837,0.83934,1.13762,0.74201,0.62303,0.66365,0.46952,1.13262,1.01207,1.34558,0.0011316,0.0003772,0.0011316,0.0003772,0.0011316,0.0003772,0.0011316,0.0003772
488,7366.87,0.8794,0.84936,1.14474,0.74295,0.62255,0.66338,0.4698,1.13291,1.01252,1.34624,0.0010722,0.0003574,0.0010722,0.0003574,0.0010722,0.0003574,0.0010722,0.0003574
489,7381.81,0.89688,0.85545,1.14976,0.74528,0.62228,0.66213,0.46861,1.1328,1.01271,1.34642,0.0010128,0.0003376,0.0010128,0.0003376,0.0010128,0.0003376,0.0010128,0.0003376
490,7396.45,0.89049,0.84801,1.13928,0.74512,0.62241,0.6617,0.46837,1.13236,1.01447,1.34654,0.0009534,0.0003178,0.0009534,0.0003178,0.0009534,0.0003178,0.0009534,0.0003178
491,7426.21,0.84848,0.73691,1.14126,0.74814,0.62529,0.66199,0.4683,1.13243,1.01077,1.34703,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298
492,7440.85,0.82473,0.69576,1.11823,0.74513,0.62599,0.66183,0.46792,1.13284,1.01036,1.34719,0.0008346,0.0002782,0.0008346,0.0002782,0.0008346,0.0002782,0.0008346,0.0002782
493,7455.39,0.81714,0.68424,1.11795,0.74407,0.62596,0.66222,0.46784,1.13123,1.00868,1.3465,0.0007752,0.0002584,0.0007752,0.0002584,0.0007752,0.0002584,0.0007752,0.0002584
494,7469.97,0.8164,0.68358,1.1152,0.73801,0.62641,0.66204,0.46766,1.13075,1.00773,1.34651,0.0007158,0.0002386,0.0007158,0.0002386,0.0007158,0.0002386,0.0007158,0.0002386
495,7484.62,0.81045,0.6821,1.11364,0.74138,0.63373,0.66252,0.46717,1.13008,1.00771,1.34642,0.0006564,0.0002188,0.0006564,0.0002188,0.0006564,0.0002188,0.0006564,0.0002188
496,7499.44,0.8067,0.66326,1.10557,0.74127,0.63365,0.66198,0.46697,1.1293,1.00609,1.34684,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199
497,7514.03,0.80365,0.6646,1.10104,0.74149,0.63382,0.66199,0.46704,1.12845,1.00507,1.3467,0.0005376,0.0001792,0.0005376,0.0001792,0.0005376,0.0001792,0.0005376,0.0001792
498,7528.73,0.8013,0.66373,1.10521,0.74112,0.63221,0.66187,0.46672,1.12783,1.0035,1.34731,0.0004782,0.0001594,0.0004782,0.0001594,0.0004782,0.0001594,0.0004782,0.0001594
499,7543.43,0.79972,0.65542,1.09872,0.74299,0.63197,0.66209,0.4663,1.12621,1.00269,1.34685,0.0004188,0.0001396,0.0004188,0.0001396,0.0004188,0.0001396,0.0004188,0.0001396
500,7558.07,0.79317,0.65799,1.10122,0.74334,0.63204,0.66093,0.46541,1.1261,1.00086,1.34684,0.0003594,0.0001198,0.0003594,0.0001198,0.0003594,0.0001198,0.0003594,0.0001198
